Empresa,Yhaguy,
,,
CODIGOINTERNO,LISTA,
FAL 33946,124600,
FAL 33980,1400,
FAL 33996,7500,
FAL 33997,4000,
FAL 33999,14800,
FAL 34000,11400,
FAL 34001,11800,
FAL 34031,103500,
FAL 34131,11000,
FAL 34160,9900,
FAL 34291,18000,
FAL 34321,67200,
FAL 34383,38700,
FAL 34396,137100,
FAL 34486,26200,
FAL 34491,5000,
FAL 34493,80800,
FAL 34502,7200,
FAL 34504,9800,
FAL 34512,67500,
FAL 34529,148300,
FAL 34553,52300,
FAL 34557,177400,
FAL 34607,27000,
FAL 34636,3400,
FAL 34700,52300,
FAL 34714,195800,
FAL 34726,199500,
FAL 34730,105400,
FAL 34803,373600,
FAL 34948,7500,
FAL 35049,98200,
FAL 35058,7200,
FAL 35116,22200,
FAL 35122,128300,
FAL 35141,96300,
FAL 35142,105900,
FAL 35258,61100,
FAL 35377,44600,
FAL 35378,3700,
FAL 35393,146700,
FAL 35398,100600,
FAL 35445,4800,
FAL 35473,87000,
FAL 35509,27500,
FAL 35536,214700,
FAL 35597,124600,
FAL 35629,11400,
FAL 35648,123800,
FAL 35681,178400,
FAL 35698,126700,
FAL 35707,34200,
FAL 35718,50700,
FAL 35721,128800,
FAL 35731,156000,
FAL 35732,13800,
FAL 36612,11400,
FAL 45002,6000,
FAL 45005,9200,
FAL 45007,8200,
FAL 45008,6400,
FAL 45010,6200,
FAL 45011,4000,
FAL 45018,25600,
FAL 45019,19800,
FAL 45020,28600,
FAL 45051,7800,
FAL 45052,2800,
FAL 45064,8400,
FAL 45083,3000,
FAL 45084,2900,
FAL 45088,2800,
FAL 45093,8800,
FAL 45094,2200,
FAL 45095,2800,
FAL 45106,1400,
FAL 45117,7600,
FAL 45158,49600,
FAL 45159,54200,
FAL 81516,3800,
FAN 052.041,118300,
FAN 052.047,0,
FAN 052.058,14000,
FAN 052.090,19600,
FAN 052.116,152100,
FAN 060.298,16400,
FAN 060.308,38700,
FAN 060.321,18100,
FAN 085.042,98800,
FAP 4863,91700,
FAR 4555,1833400,
FAR 91175-13,296700,
FAR 91845-75,1016700,
FAR 93015-161,4947200,
FAR 93555-14,975200,
FAR 93615-83,1004000,
FAR 94925-2,486400,
FAR 96065-32,360400,
FAR 96075-34,1689900,
FAR 96095-36,1604800,
FAR 96905-125,328300,
FAR 97145-0,0,
FAR 97415-0,62000,
FAR 98195-2,200000,
FAR 99715-71,904600,
FAR 99835-44,1056700,
FARJ 93055-8,475000,
FARJ N-5900,2000000,
FARR AGUA,2000,
FCS-56036,925700,
FCS-BZMO-078,55800,
FCS-BZMO-079,55800,
FCS-BZOT-009,13000,
FCS-BZOT-010 LH,16000,
FCS-BZOT-010 RH,16000,
FCS-BZOT-011 LH,91600,
FCS-BZOT-011 RH,91600,
FCS-BZOT-019,26000,
FCS-SC010 LH,21700,
FCS-SC010 RH,21700,
FCS-SC011,155900,
FCS-SC012,95300,
FCS-SC013,285800,
FCS-SC014,207900,
FCS-SC015 LH,40200,
FCS-SC015 RH,40200,
FCS-SC016,311700,
FCS-SC018 LH,21700,
FCS-SC018 RH,21700,
FCS-SC021,107600,
FCS-SC024,15700,
FCS-SC026 LH,40200,
FCS-SC026 RH,40200,
FCS-SC030,433000,
FCS-SC030-01,95300,
FCS-SC036,472800,
FCS-SC048,21700,
FCS-SC053-01 LH,43400,
FCS-SC053-01 RH,39400,
FCS-SC055,30400,
FCS-SC056,27500,
FCS-SC058 LH,96500,
FCS-SC058 RH,96500,
FCS-SC065,519600,
FCS-SC066,116900,
FCS-SC072,175000,
FCS-SC074,28100,
FCS-SC075,44700,
FCS-SC079 LH,168500,
FCS-SC079 RH,168300,
FCS-SC081-01,21700,
FCS-SC089,346400,
FCS-SC096,22000,
FCS-SC099,329300,
FCS-SC099 LH,374600,
FCS-SC099 RH,374600,
FCS-SC101,389900,
FCS-SC104 LH,160000,
FCS-SC104 RH,160000,
FCS-SC108,11900,
FCS-SC109,130800,
FCS-SC117 LH,117700,
FCS-SC117 RH,117700,
FCS-SC147,60700,
FCS-SC154,824200,
FCS-SC172,88200,
FCS-SC173,88200,
FCS-SC194,30400,
FCS-SC195,127400,
FCS-SC209,121100,
FCS-SCFO-020 LH,66600,
FCS-SCFO-020 RH,66600,
FCS-SCFO-028 LH,712300,
FCS-SCFO-028 RH,391400,
FCS-SCFO-045,95300,
FCS-SCFO-047 LH,58800,
FCS-SCFO-047 RH,58800,
FCS-SCFO-062 LH,19700,
FCS-SCFO-062 RH,19700,
FCS-SCFO-064 LH,285000,
FCS-SCFO-064 RH,285000,
FCS-SCFO-065 LH,101800,
FCS-SCFO-065 RH,185300,
FCS-SCFO-066 LH,185300,
FCS-SCFO-066 RH,185300,
FCS-SCFO-073 LH,375700,
FCS-SCFO-073 RH,683800,
FCS-SCFO-074 LH,375700,
FCS-SCFO-074 RH,375700,
FCS-SCFO-089 RH,71300,
FCS-SCFO-148 LH,28600,
FCS-SCFO-148 RH,28600,
FCS-SCFO-149 LH,39900,
FCS-SCFO-149 RH,39900,
FCS-SCTE-006,51000,
FCS-SCTE-058,62700,
FCS-SCTR-015,15700,
FCS-SCTR-028,14400,
FCS-SN001 LH,147300,
FCS-SN001 RH,147300,
FCS-SN002 LH,194900,
FCS-SN002 RH,194900,
FCS-SN003 LH,39000,
FCS-SN003 RH,54600,
FCS-SN003-01,26000,
FCS-SN006 LH,30400,
FCS-SN006 RH,30400,
FCS-SN007 LH,71300,
FCS-SN007 RH,71300,
FCS-SN008 LH,86600,
FCS-SN008 RH,112800,
FCS-SN011 LH,184300,
FCS-SN011 RH,184300,
FCS-SN012 LH,203500,
FCS-SN012 RH,203500,
FCS-SN014 LH,199200,
FCS-SN014 RH,199200,
FCS-SN015 LH,116900,
FCS-SN015 RH,116900,
FCS-SN016 LH,58800,
FCS-SN016 RH,58800,
FCS-SN017,104900,
FEB 03265,283200,
FEB 05016,440800,
FEB 05228,84300,
FEB 05657,20300,
FEB 05954,40600,
FEB 06355,120600,
FEB 06844,22700,
FEB 07341,67500,
FEB 08653,61600,
FEB 08754,13900,
FEB 09678,284600,
FEB 09798,13600,
FEB 09967,127800,
FEB 09977,1704600,
FEB 09995,17600,
FEB 10005,666700,
FEB 10531,120800,
FEB 10576,39000,
FEB 15846,46400,
FEB 16665,573400,
FEB 16666,721600,
FEB 17166,91000,
FEB 17199,189400,
FEB 17258,516000,
FEB 18197,74400,
FEB 18417,1594200,
FEB 18430,558200,
FEB 18433,431500,
FEB 18434,77600,
FEB 18472,1985100,
FEB 18479,192600,
FEB 18480,235000,
FEB 18521,93600,
FEB 18528,480800,
FEB 18800,568600,
FEB 18970,278700,
FEB 19128,297900,
FEB 20001,398400,
FEB 20020,679200,
FEB 20353,498400,
FEB 20537,686400,
FEB 21027,395800,
FEB 21082,325100,
FEB 21083,498200,
FEB 21551,171500,
FEB 21552,525600,
FEB 21591,599500,
FEB 22095,76800,
FEB 22677,730400,
FEB 23157,1197900,
FEB 23563,377900,
FEB 24868,31800,
FEB 26059,53400,
FEB 26391,457600,
FEB 28329,1020600,
FEB 28540,371000,
FEB 28578,484300,
FEB 29124,91500,
FEB 29824,128000,
FEB 30544,110700,
FEB 31431,79800,
FEB 31497,111200,
FEB 31682,425900,
FEB 31869,1788000,
FEB 34191,871200,
FEB 35393,1285100,
FEB 35538,651800,
FEB 35550,2760000,
FEB 35551,1951500,
FEB 38089,217400,
FEB 39128,667200,
FEB 40032,587200,
FEB 40695,184800,
FEB 44365,71000,
FEB 44369,1304600,
FEB 44407,360800,
FEB 44444,2262400,
FEB 44576,733900,
FEB 44831,457400,
FEB 45474,5884000,
FEB 45656,274700,
FEB 45755,289400,
FEB 46247,413400,
FEB 46248,168800,
FEB 46252,399500,
FEB 46311,12400,
FEB 46392,307500,
FER 322467,1116700,
FER F15097,1670700,
FERV 01-0340,264800,
FERV 01-0510,274300,
FERV 01-0550,207300,
FERV 01-2020,265000,
FERV 01-2040,226800,
FERV 01-2130,338900,
FERV 01-2320,232700,
FERV 01-6110RG,235300,
FERV 01-6120RG,262800,
FERV 01-8010RG,462000,
FERV 05-0050,258100,
FERV 05-0130,272200,
FERV 05-0220,278200,
FERV 06-0410,522000,
FERV 06-1410,620700,
FERV 06-1610,190000,
FERV 06-1620,190000,
FERV 06-1810,844800,
FERV 06-3710RA-AL,853700,
FERV 06-4320RA/M,620700,
FERV 06-4820RA/M,940500,
FERV 06-5410RA/AL,782800,
FERV 06-8030CR,1151600,
FERV 06-8030RG,826000,
FERV 06-9530,376600,
FERV 06-M38R4T10W21,834700,
FERV 06-M49R4T10Q21,896400,
FERV 06-M49R4T10T21,839300,
FERV 07-0310,96800,
FERV 07-0330,91500,
FIL 95905361,0,
FIL AFI-6252,515200,
FIL HS-300,128400,
FIR 095.0455,1833400,
FIR 1T15LR-4/0416,0,
FIR 1T15LR-4/0418,0,
FIR 1T15LR-4/0483,0,
FIR 1T15M-4,0,
FIR 1T15M-8-0490,0,
FIR 1T15M-8-0491,0,
FIR 1T15M-9/0294,1400000,
FIR 1T19F-14-0366,0,
FIR 1T19L-11 ORI.,0,
FIR 950259,1025000,
FIR 950358,0,
FIR 950359,0,
FIR FI-1T19F-14,1291700,
FLA 0652,210900,
FLA 82 0636,60000,
FLA 82 0651,50000,
FLA 82 0652,220900,
FLA 82 0700,155900,
FLA 82 0790,155900,
FLA 90 0005,788400,
FLA 90 0007,514700,
FLA 90 0176,514700,
FLA 90 0240,514700,
FLA 97 0089,623200,
FLA 97.2057,1283400,
FLA 97.8142,3666700,
FLE 966556,0,
FLEX 384.420.7248,21000,
FLEX 389.420.5648,22200,
FLEX AM101,42400,
FLEX AM102,54400,
FLEX AS101,47000,
FLEX AX105,20100,
FLEX BI101,11500,
FLEX CH65,103000,
FLEX CI101,47300,
FLEX CL101,18500,
FLEX DR101,29800,
FLEX DR102,18300,
FLEX DR103,38200,
FLEX EL101,2700,
FLEX EL102,2700,
FLEX EL103,3500,
FLEX EL104,2100,
FLEX EL105,2100,
FLEX EM103,4300,
FLEX EM109,5100,
FLEX EM115,9300,
FLEX EM118,9800,
FLEX EML101,12000,
FLEX EML103,5400,
FLEX EML109,5900,
FLEX ER101T,48300,
FLEX ER102T,40800,
FLEX ER103,38300,
FLEX ET101,4500,
FLEX FX105,22900,
FLEX LC101,65200,
FLEX LCC65AM,63500,
FLEX LCC65VER,63500,
FLEX MA103,3500,
FLEX ML101,1500,
FLEX MN101,52300,
FLEX PA101,1900,
FLEX PA102,3400,
FLEX PL101,15000,
FLEX PL102,11100,
FLEX PL103,11600,
FLEX RG101,91000,
FLEX RL104,16400,
FLEX SP-101,10500,
FLEX SV-102,12100,
FLEX SV101,9000,
FLEX SV103,10900,
FLEX TB103,5400,
FLEX TB108,10000,
FLEX TB162,2000,
FLEX TB163,4500,
FLEX TB165,9700,
FLEX TD103,91300,
FLEX TE101,6600,
FLEX TU101,10500,
FLEX TU103,13500,
FLEX TU109,12700,
FLEX TU115,14000,
FLEX VA102,43500,
FLEX VM103,26100,
FLEX VP101,7700,
FLEX VS101,299000,
FLT 30308,42900,
FLUI-11630,0,
FLUI-1882,0,
FNA 5145.4,216700,
FNA 517560,58400,
FNA 6525.6,216700,
FOC 4652,58400,
FOC 49-5229,0,
FOC 7010,39900,
FOR 1066D,0,
FRA 176,17100,
FRA 176 X,17600,
FRA 176 XXX,18500,
FRA 180,25100,
FRA 180 X,35500,
FRA 180 XX,30600,
FRA 180 XXX,27800,
FRA 181,31000,
FRA 181 X,44000,
FRA 181 XX,38300,
FRA 182,23400,
FRA 182 X,22400,
FRA 182 XX,23400,
FRA 182 XXX,23400,
FRA 183,28200,
FRA 183 X,25600,
FRA 183 XX,27300,
FRA 183 XXX,41700,
FRA 184,33400,
FRA 184 XX,38500,
FRA 184 XXX,40400,
FRA 185,38000,
FRA 185 X,39700,
FRA 185 XX,41900,
FRA 185 XXX,36900,
FRA 188,39600,
FRA 188 X,42100,
FRA 188 XX,39600,
FRA 190 STD,34200,
FRA 193,12800,
FRA 193 X,14300,
FRA 193 XX,40800,
FRA 193 XXX,45300,
FRA 231 X,0,
FRA 231 XX,0,
FRA 4195A,18900,
FRA 4514 XX,27600,
FRA 4515 X,28400,
FRA 4710 STD,40600,
FRA CA32,35200,
FRA CA32 X,33700,
FRA CA32 XX,41800,
FRA CA33,48200,
FRA CA33 X,50800,
FRA CA33 XX,54700,
FRA CH33 XX,44700,
FRA FD 88 XX,0,
FRA FD-81 STD,44800,
FRA FD-81 X,47200,
FRA FD/77,17800,
FRA FD77 X,17600,
FRA FD77 XXX,0,
FRA FD77XX,19600,
FRA FHDI00005,296500,
FRA PD-533,693000,
FRA PD/116-F,566100,
FRA PD117,311400,
FRA SV-229 XX,0,
FRA SV191,35600,
FRA SV223,36600,
FRA SV223 X,34400,
FRA SV223 XX,36100,
FRA SV226,35800,
FRA SV226 X,36100,
FRA SV226 XX,39200,
FRA SV227 XX,19400,
FRA SV229,20900,
FRA SV229 X,26700,
FRA SV230 STD,63400,
FRA SV230 X,53000,
FRA SV230 XX,23900,
FRA SV231,27300,
FRA VV289 STD,39800,
FRA VV290,52800,
FRA VV290 XX,42500,
FRA VV299 X,18700,
FRA VV299 XX,0,
FRA VV300 XX,15700,
FRA VV304 X,41100,
FRE BD1940,687500,
FREI 210112004,231900,
FRI BB-4195,21400,
FRI BB-4195-1X,24800,
FRI BB-4195-2X,26700,
FRI BB-4195-3X,28800,
FRI BB-4514,21400,
FRI BB-4514-1X,23200,
FRI BB-4514-2X,24800,
FRI BB-4514-3X,27200,
FRI BB-4515,27800,
FRI BB-4515-1X,29900,
FRI BB-4515-2X,32300,
FRI BB-4644,22400,
FRI BB-4644-1X,24300,
FRI BB-4644-2X,26200,
FRI BB-4664,20800,
FRI BB-4664-1X,23500,
FRI BB-4664-2X,21600,
FRI BB-4698,29600,
FRI BB-4718,24300,
FRI BB-4718-1X,26200,
FRI BB-4718-2X,29600,
FRI BB-7176,13300,
FRI BB-7176-1X,14400,
FRI BB-7176-2X,15500,
FRI BB-7176-3X,17400,
FRI BB-7177,10200,
FRI BB-7177-1X,14500,
FRI BB-7177-2X,12400,
FRI BB-7180,21100,
FRI BB-7180-1X,23000,
FRI BB-7180-2X,24600,
FRI BB-7180-3X,27500,
FRI BB-7181,23800,
FRI BB-7181-1X,25600,
FRI BB-7181-2X,27500,
FRI BB-7181-3X,21900,
FRI BB-7182,15900,
FRI BB-7182-1X,17200,
FRI BB-7182-2X,18100,
FRI BB-7182-3X,20000,
FRI BB-7183,18700,
FRI BB-7183-1X,20000,
FRI BB-7183-2X,21600,
FRI BB-7183-3X,24300,
FRI BB-7184,20800,
FRI BB-7184-1X,22400,
FRI BB-7184-2X,24000,
FRI BB-7184-3X,27000,
FRI BB-7185,23000,
FRI BB-7185-1X,24800,
FRI BB-7185-2X,25400,
FRI BB-7185-3X,29900,
FRI BB-7186,12200,
FRI BB-7186-1X,18700,
FRI BB-7187,21100,
FRI BB-7187-1X,23500,
FRI BB-7188,26400,
FRI BB-7188-1X,28600,
FRI BB-7188-2X,30700,
FRI BB-7188-3X,33900,
FRI BB-7190,16100,
FRI BB-7190-1X,17600,
FRI BB-7190-2X,19000,
FRI BB-7191,22400,
FRI BB-7191-1X,24300,
FRI BB-7191-2X,26200,
FRI BB-7193-1X,22200,
FRI BB-7193-3X,28300,
FRI BB-7223,27200,
FRI BB-7223-1X,29600,
FRI BB-7223-2X,32000,
FRI BB-7224,15400,
FRI BB-7224-1X,18000,
FRI BB-7224-2X,16600,
FRI BB-7226,29100,
FRI BB-7226-1X,31500,
FRI BB-7226-2X,34200,
FRI BB-7227,27800,
FRI BB-7227-1X,31500,
FRI BB-7228,10300,
FRI BB-7228-1X,22700,
FRI BB-7228-2X,25600,
FRI BB-7229,38700,
FRI BB-7229-1X,41600,
FRI BB-7230,39000,
FRI BB-7230-1X,42200,
FRI BB-7230-2X,45600,
FRI BB-7231,53900,
FRI BB-7231-1X,68600,
FRI BB-7231-2X,62700,
FRI BB-7284,15400,
FRI BB-7298,19800,
FRI BB-7298-1X,21400,
FRI BB-7299,20600,
FRI BB-7299-1X,43000,
FRI BB-7299-2X,31500,
FRI BB-7777,9000,
FRI BB-7777-1X,9700,
FRI BB-7777-2X,10500,
FRI BB-7781 STD,31000,
FRI BB-7781-1X,33600,
FRI BB-7781-2X,36300,
FRI BB-7784,18100,
FRI BB-7784-1X,19800,
FRI BB-7784-2X,21100,
FRI BB-7788,19500,
FRI BB-7788-1X,21100,
FRI BB-7788-2X,22700,
FRI BB-8032,7000,
FRI BS-7193,19800,
FRI BS-7193-1X,21900,
FRI BS-7193-2X,24600,
FRI BS-7193-3X,28300,
FRI CH-33,29900,
FRI CH-33-1X,34700,
FRI CH-33-2X,39000,
FRT-180437,1679500,
FRU 1511,976300,
FRU 1512,895500,
FRU 1571,1037900,
FRU 1572,980800,
FRU 3328,865400,
FRU 3329,533400,
FRU 3375,699000,
FRU 3389,741900,
FRU 3390,625400,
FRU 3393,749600,
FRU 3438,640000,
FRU 3447,377900,
FRU 3468,626700,
FRU 3498,696600,
FRU 3515,255400,
FRU 3517,888300,
FRU 3519,773400,
FRU 3524,711800,
FRU 3525,655000,
FRU 3530,549900,
FRU 3531,394200,
FRU 3535,678200,
FRU 3536,820800,
FRU 3547,683000,
FRU 3549,897100,
FRU 3550,626700,
FRU 3558,940200,
FRU 3567,1066700,
FRU 3568,1073100,
FRU 3571,466700,
FRU 3578,1066700,
FRU 3580,947800,
FRU 3583,1204000,
FRU 3584,1528800,
FRU 3598,697600,
FRU 3600,826700,
FRU 3610,1040000,
FRU 3616,759000,
FRU 3670,800000,
FRU 3680,604300,
FRU 3687,466700,
FRU 3690,626700,
FRU 3692,756300,
FRU 3707,600000,
FRU 3718,706700,
FRU 3721,600000,
FRU 3722,746700,
FRU 501,510400,
FRU 511,401100,
FRU 516,600000,
FRU 517N,915800,
FRU 518,545600,
FRU 525,1062700,
FRU 529,737400,
FRU 544,1092300,
FRU 547,403800,
FRU 555,826700,
FRU 563,709400,
FRU 583,633400,
FRU 587,695500,
FRU 597,895500,
FRU 597N,1384300,
FRU 7002,360000,
FRU 7003,292600,
FRU 7019,800800,
FRU 752,266700,
FRU 756,333400,
FRU 770,400000,
FRU 771,213400,
FRU 792,1162700,
FRU 93558P,753400,
FRU 93692P,600000,
FT- 101 E,112500,
FT-100 D,112500,
FTE KG250004.0.2,317100,
FTE KG2596.1.5,328800,
FTE KGV38001A1,1120100,
FTE KN38017.3.5,388500,
FTE KN38017.3.6,395200,
FTE KV25001A1,1447200,
FTE KV25003A1,1093200,
FTE KV25004A1,1023500,
FUS K-306,51000,
FX-1528,300,
FX-2132,14000,
FX-2948,1500000,
FX-3209,0,
GAR 409300-5031S,1992000,
GAR 452085-5008S,3810700,
GAR 465823-5001S,4203000,
GAR 703072,5833400,
GAR 714311-5001S,4492600,
GARR 409300-9031S,1891500,
GARR 452109-5010S,3603000,
GARR 452109-9010S,2902200,
GARR 452232-5017S,4536300,
GARR 466076-5018S,4034700,
GARR 466154-5015S,4413100,
GARR 466192-5013S,2561600,
GARR 466192-5014S,2889600,
GARR 466618-5007S,0,
GARR 466646-5041S,2166200,
GARR 466646-9041S,1872800,
GARR 466818-5007S,3877600,
GARR 703072-5003S,3907800,
GARR 703072-9003S,3031200,
GARR 704090-5001S,2788800,
GARR 716639-5001S,2993400,
GARR 729546-5004S,3739200,
GARR 729546-9002S,3247800,
GARR 791493-5001,4938400,
GARR 794121-5002S,3701100,
GARR 807067-5001S,4354200,
GARR 817210-5001,5693900,
GARR 817280-5001S,4854700,
GAT 2.13.1350,0,
GAT 2.13.1375,0,
GAT 2/9552,0,
GAT 2/9581,0,
GAT 2/9632,95000,
GAT 2/9689,0,
GAT 57012,0,
GAT 8055,82300,
GAT 8PK1800,216700,
GAT 9325GS,28300,
GAT 9335,35700,
GAT 9344 GS,21500,
GAT 9361 GS,19400,
GAT 9364,0,
GAT 9374 GS,30700,
GAT 9384 GS,36100,
GAT 9386,20500,
GAT 9395 GS,30500,
GAT 9401,31200,
GAT 9403,34900,
GAT 9406 GS,32200,
GAT 9413GS,32500,
GAT 9423,42100,
GAT 9450 GS,42000,
GAT 9512 GS,28000,
GAT 9521 GS,29800,
GAT 9531 GS,24900,
GAT 9537 GS,25400,
GAT 9541 GS,51500,
GAT 9552 GS,47900,
GAT 9561 GS,51100,
GAT 9620 GS,52200,
GAT 9628 GS,28500,
GAT 9642 GS,26300,
GAT 9676 GS,43400,
GAT 9689 GS,38600,
GAT AXS68,0,
GAT K080538,100200,
GAT K080543,97400,
GAT K080630,95900,
GAT MAA 300,0,
GAT MAA 300 1,0,
GAT MAA 300 1/2,0,
GAT MAA 300 3/4,0,
GAT MAA 300 3/8,0,
GAT MAA 300 5/16,0,
GAT MOG 250 1,0,
GAT MOG 250 1/2,0,
GAT MOG 250 1/4,0,
GAT MOG 250 3/8,0,
GAT MOG 250 5/16,0,
GAT MOG 250 5/8,0,
GAT-57003,2900,
GAT-57005,0,
GAT-57007,0,
GAT-57009,0,
GAU 0875,15900,
GAU 13X0850,19300,
GAU 13X0900,20400,
GAU 13X1000,22600,
GAU 13X1150,26000,
GAU 13X1250,32200,
GAU 13X1400,39500,
GAU 62304-17,27100,
GAU 6305,0,
GAU B17127DG 2RS/C3,32600,
GAU GA 001,40700,
GAU GA 005,86400,
GAU GA 011,39500,
GAU GA 012,42400,
GAU GA 013,52400,
GAU GA 018,42900,
GAU GA 041,55300,
GAU GA 042,114900,
GAU GA 1001,30400,
GAU GA 1002,9700,
GAU GA 1065,259600,
GAU GA 1366,91400,
GAU GA 1541,75000,
GAU GA 1547,206200,
GAU GA 1959,147300,
GAU GA 1989,158400,
GAU GA-10002,1175300,
GAU GA-1003,34200,
GAU GA-10034,1147100,
GAU GA-10182,845900,
GAU GA-1106,6300,
GAU GA-1107,6300,
GAU GA-1423,100800,
GAU GA-20001,1861800,
GAU GA-20054,1093300,
GAU GA-20064,1726300,
GAU GA-20128,1054000,
GAU GA-261,100800,
GAU GA-298,207200,
GAU GA-301,47400,
GAU GA-304,46100,
GAU GA-6403,44300,
GAU GB-1005,90700,
GAU GB-1006,103600,
GAU GB-1064,46100,
GAU GB-1065,46700,
GAU GR B17-99D,28300,
GAU GR-62201-2RS,6800,
GAU GR6012,3900,
GAU GR6013,6800,
GAU GR6204-2RS/C3,10900,
GAU GR6216,5500,
GAU GR6816,5500,
GAU GR6916,17000,
GAU LS-981,81900,
GAUE 1242,73400,
GAUE LV-992,0,
GAV CR-311,334000,
GED 27 X 30,170000,
GED 27 X 32,166700,
GED 27 X 33,178400,
GED 30 X 32,172900,
GED 32X33,178400,
GEN GM1480,4266700,
GEN GM1484,5733400,
GEN GM1520-1,2666700,
GEN GM1521,3100900,
GER 00.132.003,0,
GER 00.132.004,0,
GER 00.132.005,0,
GER 00.132.011,0,
GIR 166,175500,
GIR 205149/10,167200,
GIR 21304,187000,
GIR 32308,0,
GIR 58549,62100,
GIR BAS-0015,199800,
GIR NJ309,293200,
GIR SP21,114200,
GLO 0001,0,
GLO 0005,0,
GLO 0008,0,
GLO 1962S,797400,
GLO 840S,287600,
GLO 842S,158400,
GLO 845S,158400,
GLO GP-1100,40900,
GLO GP-1103,40900,
GLO GP-1108,31700,
GLO GP-1110,24200,
GLO GP-1112,31700,
GLO GP-1113,31700,
GLOB 1189/1190,109900,
GMB GU-1000,100400,
GOE AT0014 050,266700,
GOM 302001,1106100,
GOO 1095 GB,23600,
GOO 1374,48000,
GOO 13AV1025 GB,41000,
GOO 13AV1375,60000,
GOO 1410,48900,
GOO 1678,0,
GOO 17601,0,
GOO 17710,57300,
GOO 1975,61500,
GOO 4080700,0,
GOO 4080715,0,
GOO 5326,878000,
GOO 8013,196500,
GOO 8019,392700,
GOO 8037,591700,
GOO 8328,490800,
GOO 8350,0,
GOO 8PK-1500,100900,
GOO 8PK-1510,0,
GOO 8PK-1525,0,
GOO 8PK-1535,0,
GOO 8PK-1550,100000,
GOO 8PK-1580,106800,
GOO 8PK-1600,107300,
GOO 8PK-1625,108000,
GOO 8PK-1665,116300,
GOO 8PK-1700,106500,
GOO 8PK-1980,131900,
GOO 8PK-2100,141000,
GOO 8PK-2160,131600,
GOO 8PK1515,0,
GOO 8PKX1415,96700,
GOO N.8426,1460000,
GOOD 13X1025,94400,
GOOD 17X1165,56900,
GOOD 17X1790,72500,
GOOD 17X1850,73500,
GOOD 22X1845,86000,
GOOD 22X1930,132500,
GOOD 8401,2000000,
GOOD 8PKX1615,105000,
GR-02907,0,
GR-02908,0,
GR-0390,0,
GR-6004,0,
GRA 131C,98900,
GRA 1520B,22900,
GRA 154 E,87800,
GRA 155 C,86400,
GRA 156 D,92300,
GRA 167,450000,
GRA 1672,72900,
GRA 1674P,57000,
GRA 1675 G,87800,
GRA 171,444300,
GRA 172,454600,
GRA 187,693200,
GRA 205DG,64300,
GRA 205EP,56900,
GRA 218 D,91100,
GRA 218 E,91100,
GRA 2414,116900,
GRA 2453,0,
GRA 2457,46700,
GRA 2516,24700,
GRA 2518,34600,
GRA 2520,33500,
GRA 267,42100,
GRA 277,68700,
GRA 295,55300,
GRA 308 D,176000,
GRA 308 E,182200,
GRA 731D,44700,
GRA 731I,44700,
GRA 780,370300,
GRA 786,117500,
GRA 816,0,
GRA FB16,36700,
GRAN 3538,0,
GRAN 67001,474500,
GUA 349034,18000,
GULF 89-73-19,472200,
H21006,0,
HAL 890700,650000,
HAL 950200,221000,
HAL 951400C,523000,
HAL 976500,223300,
HCH 62042RS,8400,
HCH 62072RS,20000,
HCH 63042RS,0,
HCH 63052RS,16700,
HCH 63062RS,0,
HCH 63072RS,0,
HCS 08P06,300000,
HEL 004.241-157,93400,
HEL 06-80,13500,
HEL 1393424,5000000,
HEL 3AL 002 952-871,128600,
HEL 7537,0,
HEL 90-110,16400,
HELL 3AL 002 952-861,99200,
HEN 32218,283400,
HEN 6204,13400,
HIP HF472B,583400,
HIT HT 4000,11800,
HOL 3580252,2376600,
HOL 3580266,2376600,
HOL 4027786,3478000,
HOL 4031113,7833400,
HOL 4033118,3941700,
HOL 4033285,3440700,
HOL 4038616,4547200,
HOT 550284,369800,
HOT-001,0,
HS-391,366700,
HU-951 X,0,
HU727/1,61400,
HUB 01-00025 E,514200,
HUB 01-00055,1033400,
HUB 01-00059,2241700,
HUB 01-00066,4410600,
HUB 01-00066MG,3992400,
HUB 01-00089,2204300,
HUB 01-00089MG,3941200,
HUB 01-00093,3019900,
HUB 01-00126,12675800,
HUB 01-00127,286700,
HUB 01-00137,13173400,
HUB 01-00138,7277900,
HUB 01-00147,283800,
HUB 01-00191,6047200,
HUB 01-00339,22079900,
HUB 01-00391,19595600,
HUB 01-00539,31688400,
HUB 01-00591,27808900,
HUB 01-00597,19312700,
HUB 04-00004,3083400,
HUB 04-00020,3180500,
HUB 101-00030,7297600,
HUB 102.00004-0,366200,
HUB 103-00170,1607400,
HUB 103-00172,114100,
I757910063,0,
IAM 257 LD,83400,
IAM 257 LE,83400,
IAM 5784257269,93200,
IAM 5784257277,92300,
IAS 61.45.3052,7500,
IAS 61.45.3112,20000,
IAS 61.45.4028,3400,
IAS 61.45.4063,7500,
IAS 61.45.5016,2400,
IAS 61.45.5022,2400,
IAS 61.45.6010,2000,
IAS 61.45.6027,2000,
IAS 61.87.0011,2400,
IAS 61.88.9016,4900,
IBR 314278 SOLO,790600,
IC 110102901,11200,
IC 12/040,330100,
IC 121204200,471100,
IC 121206300,660000,
IC 130300200,14700,
IC 130502000,11300,
IC 130502500,64600,
IC 130504100,34500,
IC 130504200,8500,
IC 130811000,255600,
IC 132114000,11900,
IC 132602100,30400,
IC 132602300,10700,
