Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
YHAGUY REPUESTOS S.A.,106703,Gastos Credito,03/01/2018 00:00:00,03/31/2018 00:00:00,102000,102000,9310
YHAGUY REPUESTOS S.A.,70079,Gastos Credito,03/17/2018 00:00:00,04/16/2018 00:00:00,65500,65500,9310
YHAGUY REPUESTOS S.A.,70192,Gastos Credito,03/21/2018 00:00:00,04/20/2018 00:00:00,308500,308500,9310
YHAGUY REPUESTOS S.A.,107675,Gastos Credito,03/17/2018 00:00:00,04/16/2018 00:00:00,56262,56262,9310
YHAGUY REPUESTOS S.A.,107510,Gastos Credito,03/15/2018 00:00:00,04/14/2018 00:00:00,160500,160500,9310
YHAGUY REPUESTOS S.A.,107687,Gastos Credito,03/19/2018 00:00:00,04/18/2018 00:00:00,504000,504000,9310
YHAGUY REPUESTOS S.A.,107666,Gastos Credito,03/17/2018 00:00:00,04/16/2018 00:00:00,555000,555000,9310
YHAGUY REPUESTOS S.A.,107976,Gastos Credito,03/23/2018 00:00:00,04/22/2018 00:00:00,109600,109600,9310
YHAGUY REPUESTOS S.A.,108102,Gastos Credito,03/26/2018 00:00:00,04/25/2018 00:00:00,312000,312000,9310
YHAGUY REPUESTOS S.A.,108716,Gastos Credito,04/09/2018 00:00:00,05/09/2018 00:00:00,120000,120000,9310
YHAGUY REPUESTOS S.A.,109110,Gastos Credito,04/16/2018 00:00:00,05/16/2018 00:00:00,150000,150000,9310
YHAGUY REPUESTOS S.A.,71029,Gastos Credito,04/16/2018 00:00:00,05/16/2018 00:00:00,298700,298700,9310
YHAGUY REPUESTOS S.A.,109410,Gastos Credito,04/21/2018 00:00:00,05/21/2018 00:00:00,122000,122000,9310
YHAGUY REPUESTOS S.A.,109022,Gastos Credito,04/14/2018 00:00:00,05/14/2018 00:00:00,474000,474000,9310
YHAGUY REPUESTOS S.A.,70920,Gastos Credito,04/12/2018 00:00:00,05/12/2018 00:00:00,420300,420300,9310
YHAGUY REPUESTOS S.A.,103179,Gastos Credito,04/09/2018 00:00:00,05/09/2018 00:00:00,1279902,1279902,9310
YHAGUY REPUESTOS S.A.,108266,Gastos Credito,04/02/2018 00:00:00,05/02/2018 00:00:00,271000,271000,9310
YHAGUY REPUESTOS S.A.,103290,Gastos Credito,04/10/2018 00:00:00,05/10/2018 00:00:00,112589,112589,9310
YHAGUY REPUESTOS S.A.,108682,Gastos Credito,04/09/2018 00:00:00,05/09/2018 00:00:00,151600,151600,9310
YHAGUY REPUESTOS S.A.,108722,Gastos Credito,04/10/2018 00:00:00,05/10/2018 00:00:00,102700,102700,9310
YHAGUY REPUESTOS S.A.,108365,Gastos Credito,04/03/2018 00:00:00,05/03/2018 00:00:00,214500,214500,9310
YHAGUY REPUESTOS S.A.,109105,Gastos Credito,04/16/2018 00:00:00,05/16/2018 00:00:00,208500,208500,9310
YHAGUY REPUESTOS S.A.,104380,Gastos Credito,04/26/2018 00:00:00,05/26/2018 00:00:00,13747,13747,9310
YHAGUY REPUESTOS S.A.,104202,Gastos Credito,04/24/2018 00:00:00,05/24/2018 00:00:00,18775,18775,9310
YHAGUY REPUESTOS S.A.,64142,Gastos Credito,04/30/2018 00:00:00,05/30/2018 00:00:00,139000,139000,9310
YHAGUY REPUESTOS S.A.,104663,Gastos Credito,05/02/2018 00:00:00,06/01/2018 00:00:00,639951,639951,9310
YHAGUY REPUESTOS S.A.,64342,Gastos Contado,05/08/2018 00:00:00,05/09/2018 00:00:00,807519,807519,9310
YHAGUY REPUESTOS S.A.,104741,Gastos Credito,05/03/2018 00:00:00,06/02/2018 00:00:00,255921,255921,9310
YHAGUY REPUESTOS S.A.,104671,Gastos Credito,05/02/2018 00:00:00,06/01/2018 00:00:00,39750,39750,9310
YHAGUY REPUESTOS S.A.,64337,Gastos Contado,05/07/2018 00:00:00,05/08/2018 00:00:00,87500,87500,9310
YHAGUY REPUESTOS S.A.,105668,Gastos Contado,05/21/2018 00:00:00,05/22/2018 00:00:00,54706,54706,9310
YHAGUY REPUESTOS S.A.,105644,Gastos Contado,05/21/2018 00:00:00,05/22/2018 00:00:00,47402,47402,9310
YHAGUY REPUESTOS S.A.,71813,Gastos Contado,05/16/2018 00:00:00,05/17/2018 00:00:00,444300,444300,9310
YHAGUY REPUESTOS S.A.,105275,Gastos Contado,05/16/2018 00:00:00,05/17/2018 00:00:00,13747,13747,9310
YHAGUY REPUESTOS S.A.,105336,Gastos Contado,05/16/2018 00:00:00,05/17/2018 00:00:00,47465,47465,9310
YHAGUY REPUESTOS S.A.,71701,Gastos Contado,05/10/2018 00:00:00,05/11/2018 00:00:00,230300,230300,9310
YHAGUY REPUESTOS S.A.,64816,Gastos Contado,05/28/2018 00:00:00,05/29/2018 00:00:00,194000,194000,9310
YHAGUY REPUESTOS S.A.,64807,Gastos Contado,05/28/2018 00:00:00,05/29/2018 00:00:00,784076,784076,9310
YHAGUY REPUESTOS S.A.,64787,Gastos Contado,05/26/2018 00:00:00,06/25/2018 00:00:00,274500,274500,9310
YHAGUY REPUESTOS S.A.,64729,Gastos Contado,05/23/2018 00:00:00,05/24/2018 00:00:00,10000,10000,9310
YHAGUY REPUESTOS S.A.,64626,Gastos Contado,05/21/2018 00:00:00,05/22/2018 00:00:00,67000,67000,9310
YHAGUY REPUESTOS S.A.,64785,Gastos Contado,05/26/2018 00:00:00,05/27/2018 00:00:00,114500,114500,9310
YHAGUY REPUESTOS S.A.,65262,Gastos Contado,06/15/2018 00:00:00,06/16/2018 00:00:00,45000,45000,9310
YHAGUY REPUESTOS S.A.,107272,Gastos Contado,06/15/2018 00:00:00,06/16/2018 00:00:00,500636,500636,9310
YHAGUY REPUESTOS S.A.,64914,Gastos Contado,06/01/2018 00:00:00,06/02/2018 00:00:00,176000,176000,9310
YHAGUY REPUESTOS S.A.,64986,Gastos Contado,06/04/2018 00:00:00,06/05/2018 00:00:00,639000,639000,9310
YHAGUY REPUESTOS S.A.,65214,Gastos Contado,06/13/2018 00:00:00,06/14/2018 00:00:00,132600,132600,9310
YHAGUY REPUESTOS S.A.,72474,Gastos Contado,06/06/2018 00:00:00,06/07/2018 00:00:00,295000,295000,9310
YHAGUY REPUESTOS S.A.,72468,Gastos Contado,06/06/2018 00:00:00,06/07/2018 00:00:00,383500,383500,9310
YHAGUY REPUESTOS S.A.,107195,Gastos Contado,06/14/2018 00:00:00,06/15/2018 00:00:00,308906,308906,9310
YHAGUY REPUESTOS S.A.,65482,Gastos Contado,06/25/2018 00:00:00,06/26/2018 00:00:00,221500,221500,9310
YHAGUY REPUESTOS S.A.,65431,Gastos Contado,06/22/2018 00:00:00,06/23/2018 00:00:00,110000,110000,9310
YHAGUY REPUESTOS S.A.,65345,Gastos Contado,06/18/2018 00:00:00,06/19/2018 00:00:00,15000,15000,9310
YHAGUY REPUESTOS S.A.,65479,Gastos Contado,06/25/2018 00:00:00,06/26/2018 00:00:00,229500,229500,9310
YHAGUY REPUESTOS S.A.,65344,Gastos Contado,06/18/2018 00:00:00,06/19/2018 00:00:00,105500,105500,9310
YHAGUY REPUESTOS S.A.,65317,Gastos Contado,06/18/2018 00:00:00,06/19/2018 00:00:00,207500,207500,9310
YHAGUY REPUESTOS S.A.,65377,Gastos Contado,06/20/2018 00:00:00,06/21/2018 00:00:00,151251,151251,9310
YHAGUY REPUESTOS S.A.,65346,Gastos Contado,06/18/2018 00:00:00,06/19/2018 00:00:00,60000,60000,9310
YHAGUY REPUESTOS S.A.,65340,Gastos Contado,06/18/2018 00:00:00,06/19/2018 00:00:00,110500,110500,9310
YHAGUY REPUESTOS S.A.,108006,Gastos Contado,06/26/2018 00:00:00,06/27/2018 00:00:00,321179,321179,9310
YHAGUY REPUESTOS S.A.,108729,Gastos Contado,07/09/2018 00:00:00,07/10/2018 00:00:00,58000,58000,9310
YHAGUY REPUESTOS S.A.,108579,Gastos Contado,07/05/2018 00:00:00,07/06/2018 00:00:00,316400,316400,9310
YHAGUY REPUESTOS S.A.,108602,Gastos Contado,07/05/2018 00:00:00,07/06/2018 00:00:00,17000,17000,9310
YHAGUY REPUESTOS S.A.,108730,Gastos Contado,07/09/2018 00:00:00,07/10/2018 00:00:00,365000,365000,9310
YHAGUY REPUESTOS S.A.,65758,Gastos Contado,07/07/2018 00:00:00,07/08/2018 00:00:00,434500,434500,9310
YHAGUY REPUESTOS S.A.,65668,Gastos Contado,07/04/2018 00:00:00,07/05/2018 00:00:00,72257,72257,9310
YHAGUY REPUESTOS S.A.,73387,Gastos Contado,07/12/2018 00:00:00,07/13/2018 00:00:00,706000,706000,9310
YHAGUY REPUESTOS S.A.,108966,Gastos Contado,07/12/2018 00:00:00,07/13/2018 00:00:00,71500,71500,9310
YHAGUY REPUESTOS S.A.,109183,Gastos Contado,07/17/2018 00:00:00,07/18/2018 00:00:00,25080,25080,9310
YHAGUY REPUESTOS S.A.,65986,Gastos Contado,07/17/2018 00:00:00,07/18/2018 00:00:00,585000,585000,9310
YHAGUY REPUESTOS S.A.,66012,Gastos Contado,07/18/2018 00:00:00,07/19/2018 00:00:00,297000,297000,9310
YHAGUY REPUESTOS S.A.,66075,Gastos Contado,07/20/2018 00:00:00,07/21/2018 00:00:00,251500,251500,9310
YHAGUY REPUESTOS S.A.,109453,Gastos Contado,07/21/2018 00:00:00,07/22/2018 00:00:00,44000,44000,9310
YHAGUY REPUESTOS S.A.,66107,Gastos Contado,07/21/2018 00:00:00,07/22/2018 00:00:00,140000,140000,9310
YHAGUY REPUESTOS S.A.,109764,Gastos Contado,07/27/2018 00:00:00,07/28/2018 00:00:00,74044,74044,9310
YHAGUY REPUESTOS S.A.,73833,Gastos Contado,07/30/2018 00:00:00,07/31/2018 00:00:00,301500,301500,9310
YHAGUY REPUESTOS S.A.,66241,Gastos Contado,07/30/2018 00:00:00,07/31/2018 00:00:00,23070,23070,9310
YHAGUY REPUESTOS S.A.,66212,Gastos Contado,07/27/2018 00:00:00,07/28/2018 00:00:00,32000,32000,9310
YHAGUY REPUESTOS S.A.,73995,Gastos Contado,08/03/2018 00:00:00,08/04/2018 00:00:00,172000,172000,9310
YHAGUY REPUESTOS S.A.,66368,Gastos Contado,08/06/2018 00:00:00,08/07/2018 00:00:00,20000,20000,9310
YHAGUY REPUESTOS S.A.,74048,Gastos Contado,08/06/2018 00:00:00,08/07/2018 00:00:00,219000,219000,9310
YHAGUY REPUESTOS S.A.,74061,Gastos Contado,08/06/2018 00:00:00,08/07/2018 00:00:00,212000,212000,9310
YHAGUY REPUESTOS S.A.,66248,Gastos Contado,07/30/2018 00:00:00,07/31/2018 00:00:00,181000,181000,9310
YHAGUY REPUESTOS S.A.,110785,Gastos Credito,08/09/2018 00:00:00,08/10/2018 00:00:00,13875,13875,9310
YHAGUY REPUESTOS S.A.,66471,Gastos Contado,08/09/2018 00:00:00,08/11/2018 00:00:00,35725,35725,9310
YHAGUY REPUESTOS S.A.,66462,Gastos Contado,08/09/2018 00:00:00,08/10/2018 00:00:00,9774,9774,9310
YHAGUY REPUESTOS S.A.,66482,Gastos Contado,08/10/2018 00:00:00,08/11/2018 00:00:00,46000,46000,9310
YHAGUY REPUESTOS S.A.,66541,Gastos Contado,08/14/2018 00:00:00,08/15/2018 00:00:00,198000,198000,9310
YHAGUY REPUESTOS S.A.,66634,Gastos Contado,08/20/2018 00:00:00,08/21/2018 00:00:00,155000,155000,9310
YHAGUY REPUESTOS S.A.,66657,Gastos Contado,08/21/2018 00:00:00,08/22/2018 00:00:00,140500,140500,9310
YHAGUY REPUESTOS S.A.,66656,Gastos Contado,08/21/2018 00:00:00,08/22/2018 00:00:00,105500,105500,9310
YHAGUY REPUESTOS S.A.,66673,Gastos Contado,08/22/2018 00:00:00,08/25/2018 00:00:00,105500,105500,9310
YHAGUY REPUESTOS S.A.,66755,Gastos Contado,08/25/2018 00:00:00,08/28/2018 00:00:00,421500,421500,9310
YHAGUY REPUESTOS S.A.,74633,Gastos Contado,08/27/2018 00:00:00,08/28/2018 00:00:00,212500,212500,9310
YHAGUY REPUESTOS S.A.,74643,Gastos Contado,08/27/2018 00:00:00,08/28/2018 00:00:00,647424,647424,9310
YHAGUY REPUESTOS S.A.,66756,Gastos Contado,08/25/2018 00:00:00,08/26/2018 00:00:00,10800,10800,9310
YHAGUY REPUESTOS S.A.,74698,Gastos Contado,08/29/2018 00:00:00,08/30/2018 00:00:00,65000,65000,9310
YHAGUY REPUESTOS S.A.,112059,Gastos Contado,08/30/2018 00:00:00,08/31/2018 00:00:00,107000,107000,9310
YHAGUY REPUESTOS S.A.,74822,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,317000,317000,9310
YHAGUY REPUESTOS S.A.,66906,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,329000,329000,9310
YHAGUY REPUESTOS S.A.,66903,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,27492,27492,9310
YHAGUY REPUESTOS S.A.,112239,Gastos Contado,09/03/2018 00:00:00,09/04/2018 00:00:00,49022,49022,9310
YHAGUY REPUESTOS S.A.,67023,Gastos Contado,09/10/2018 00:00:00,09/11/2018 00:00:00,6750,6750,9310
YHAGUY REPUESTOS S.A.,112617,Gastos Contado,09/10/2018 00:00:00,09/11/2018 00:00:00,243205,243205,9310
YHAGUY REPUESTOS S.A.,67150,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,210500,210500,9310
YHAGUY REPUESTOS S.A.,67155,Gastos Contado,09/17/2018 00:00:00,09/18/2018 00:00:00,357254,357254,9310
YHAGUY REPUESTOS S.A.,75328,Gastos Contado,09/21/2018 00:00:00,09/22/2018 00:00:00,20000,20000,9310
YHAGUY REPUESTOS S.A.,67283,Gastos Contado,09/22/2018 00:00:00,09/23/2018 00:00:00,107000,107000,9310
YHAGUY REPUESTOS S.A.,67299,Gastos Contado,09/24/2018 00:00:00,09/25/2018 00:00:00,213000,213000,9310
YHAGUY REPUESTOS S.A.,75304,Gastos Contado,09/20/2018 00:00:00,09/21/2018 00:00:00,271600,271600,9310
YHAGUY REPUESTOS S.A.,67320,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,294186,294186,9310
YHAGUY REPUESTOS S.A.,964455,Gastos Contado,09/25/2018 00:00:00,09/26/2018 00:00:00,5000,5000,9310
YHAGUY REPUESTOS S.A.,75556,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,580000,580000,9310
YHAGUY REPUESTOS S.A.,75586,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,355600,355600,9310
YHAGUY REPUESTOS S.A.,67419,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,307500,307500,9310
YHAGUY REPUESTOS S.A.,67432,Gastos Contado,10/01/2018 00:00:00,10/02/2018 00:00:00,152000,152000,9310
